"Protein.name","Genes","UniProtKB.AC","Search","Path"
"Palmitoyltransferase ZDHHC9 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 9) (DHHC-9) (DHHC9) (Zinc finger protein 379) (Zinc finger protein 380)","ZDHHC9 CXorf11 ZDHHC10 ZNF379 ZNF380 CGI-89 UNQ261/PRO298","Q9Y397","palmitoyltransferase zdhhc9 (ec 2.3.1.225) (zinc finger dhhc domain-containing protein 9) (dhhc-9) (dhhc9) (zinc finger protein 379) (zinc finger protein 380) zdhhc9 cxorf11 zdhhc10 znf379 znf380 cgi-89 unq261/pro298 q9y397","data/Array_objects_single_proteins/Array_object_Q9Y397.rds"
"Transmembrane emp24 domain-containing protein 7 (p24 family protein gamma-3) (p24gamma3) (p27)","TMED7 CGI-109","Q9Y3B3","transmembrane emp24 domain-containing protein 7 (p24 family protein gamma-3) (p24gamma3) (p27) tmed7 cgi-109 q9y3b3","data/Array_objects_single_proteins/Array_object_Q9Y3B3.rds"
"Mitochondrial fission 1 protein (FIS1 homolog) (hFis1) (Tetratricopeptide repeat protein 11) (TPR repeat protein 11)","FIS1 TTC11 CGI-135","Q9Y3D6","mitochondrial fission 1 protein (fis1 homolog) (hfis1) (tetratricopeptide repeat protein 11) (tpr repeat protein 11) fis1 ttc11 cgi-135 q9y3d6","data/Array_objects_single_proteins/Array_object_Q9Y3D6.rds"
"Vesicle transport protein GOT1B (Germ cell tumor 2) (Golgi transport 1 homolog B) (Putative NF-kappa-B-activating protein 470) (hGOT1a)","GOLT1B GCT2 GOT1A CGI-141 HDCMA39P UNQ432/PRO793","Q9Y3E0","vesicle transport protein got1b (germ cell tumor 2) (golgi transport 1 homolog b) (putative nf-kappa-b-activating protein 470) (hgot1a) golt1b gct2 got1a cgi-141 hdcma39p unq432/pro793 q9y3e0","data/Array_objects_single_proteins/Array_object_Q9Y3E0.rds"
"Olfactory receptor 2W1 (Hs6M1-15) (Olfactory receptor OR6-13)","OR2W1","Q9Y3N9","olfactory receptor 2w1 (hs6m1-15) (olfactory receptor or6-13) or2w1 q9y3n9","data/Array_objects_single_proteins/Array_object_Q9Y3N9.rds"
"Rhomboid domain-containing protein 3","RHBDD3 C22orf3","Q9Y3P4","rhomboid domain-containing protein 3 rhbdd3 c22orf3 q9y3p4","data/Array_objects_single_proteins/Array_object_Q9Y3P4.rds"
"Signaling threshold-regulating transmembrane adapter 1 (SHP2-interacting transmembrane adapter protein) (Suppression-inducing transmembrane adapter 1) (gp30/40)","SIT1 SIT","Q9Y3P8","signaling threshold-regulating transmembrane adapter 1 (shp2-interacting transmembrane adapter protein) (suppression-inducing transmembrane adapter 1) (gp30/40) sit1 sit q9y3p8","data/Array_objects_single_proteins/Array_object_Q9Y3P8.rds"
"Transmembrane emp24 domain-containing protein 3 (Membrane protein p24B) (p24 family protein gamma-4) (p24gamma4) (p26)","TMED3 C15orf22 UNQ5357/PRO1078","Q9Y3Q3","transmembrane emp24 domain-containing protein 3 (membrane protein p24b) (p24 family protein gamma-4) (p24gamma4) (p26) tmed3 c15orf22 unq5357/pro1078 q9y3q3","data/Array_objects_single_proteins/Array_object_Q9Y3Q3.rds"
"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4","HCN4","Q9Y3Q4","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 hcn4 q9y3q4","data/Array_objects_single_proteins/Array_object_Q9Y3Q4.rds"
"Disintegrin and metalloproteinase domain-containing protein 18 (ADAM 18) (Transmembrane metalloproteinase-like, disintegrin-like, and cysteine-rich protein III) (tMDC III)","ADAM18 TMDC3 UNQ858/PRO1867","Q9Y3Q7","disintegrin and metalloproteinase domain-containing protein 18 (adam 18) (transmembrane metalloproteinase-like, disintegrin-like, and cysteine-rich protein iii) (tmdc iii) adam18 tmdc3 unq858/pro1867 q9y3q7","data/Array_objects_single_proteins/Array_object_Q9Y3Q7.rds"
"C2 domain-containing protein 2 (Transmembrane protein 24-like)","C2CD2 C21orf25 C21orf258 TMEM24L","Q9Y426","c2 domain-containing protein 2 (transmembrane protein 24-like) c2cd2 c21orf25 c21orf258 tmem24l q9y426","data/Array_objects_single_proteins/Array_object_Q9Y426.rds"
"Uncharacterized protein C22orf24","C22orf24","Q9Y442","uncharacterized protein c22orf24 c22orf24 q9y442","data/Array_objects_single_proteins/Array_object_Q9Y442.rds"
"V-type proton ATPase 116 kDa subunit a2 (V-ATPase 116 kDa subunit a2) (Lysosomal H(+)-transporting ATPase V0 subunit a2) (TJ6) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 2)","ATP6V0A2","Q9Y487","v-type proton atpase 116 kda subunit a2 (v-atpase 116 kda subunit a2) (lysosomal h(+)-transporting atpase v0 subunit a2) (tj6) (vacuolar proton translocating atpase 116 kda subunit a isoform 2) atp6v0a2 q9y487","data/Array_objects_single_proteins/Array_object_Q9Y487.rds"
"Olfactory receptor 10H1 (Olfactory receptor OR19-27)","OR10H1","Q9Y4A9","olfactory receptor 10h1 (olfactory receptor or19-27) or10h1 q9y4a9","data/Array_objects_single_proteins/Array_object_Q9Y4A9.rds"
"Neurexin-3 (Neurexin III-alpha) (Neurexin-3-alpha)","NRXN3 C14orf60 KIAA0743","Q9Y4C0","neurexin-3 (neurexin iii-alpha) (neurexin-3-alpha) nrxn3 c14orf60 kiaa0743 q9y4c0","data/Array_objects_single_proteins/Array_object_Q9Y4C0.rds"
"Carbohydrate sulfotransferase 2 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 2) (GST-2) (N-acetylglucosamine 6-O-sulfotransferase 1) (GlcNAc6ST-1) (Gn6ST-1)","CHST2 GN6ST","Q9Y4C5","carbohydrate sulfotransferase 2 (ec 2.8.2.-) (galactose/n-acetylglucosamine/n-acetylglucosamine 6-o-sulfotransferase 2) (gst-2) (n-acetylglucosamine 6-o-sulfotransferase 1) (glcnac6st-1) (gn6st-1) chst2 gn6st q9y4c5","data/Array_objects_single_proteins/Array_object_Q9Y4C5.rds"
"Diacylglycerol lipase-alpha (DAGL-alpha) (DGL-alpha) (EC 3.1.1.-) (Neural stem cell-derived dendrite regulator) (Sn1-specific diacylglycerol lipase alpha)","DAGLA C11orf11 KIAA0659 NSDDR","Q9Y4D2","diacylglycerol lipase-alpha (dagl-alpha) (dgl-alpha) (ec 3.1.1.-) (neural stem cell-derived dendrite regulator) (sn1-specific diacylglycerol lipase alpha) dagla c11orf11 kiaa0659 nsddr q9y4d2","data/Array_objects_single_proteins/Array_object_Q9Y4D2.rds"
"Plexin-D1","PLXND1 KIAA0620","Q9Y4D7","plexin-d1 plxnd1 kiaa0620 q9y4d7","data/Array_objects_single_proteins/Array_object_Q9Y4D7.rds"
"Transmembrane protein 184B (Putative MAPK-activating protein FM08)","TMEM184B C22orf5 PSEC0108","Q9Y519","transmembrane protein 184b (putative mapk-activating protein fm08) tmem184b c22orf5 psec0108 q9y519","data/Array_objects_single_proteins/Array_object_Q9Y519.rds"
"Protein YIPF1 (YIP1 family member 1)","YIPF1","Q9Y548","protein yipf1 (yip1 family member 1) yipf1 q9y548","data/Array_objects_single_proteins/Array_object_Q9Y548.rds"
"Low-density lipoprotein receptor-related protein 12 (LDLR-related protein 12) (LRP-12) (Suppressor of tumorigenicity 7 protein)","LRP12 ST7","Q9Y561","low-density lipoprotein receptor-related protein 12 (ldlr-related protein 12) (lrp-12) (suppressor of tumorigenicity 7 protein) lrp12 st7 q9y561","data/Array_objects_single_proteins/Array_object_Q9Y561.rds"
"Mitochondrial import inner membrane translocase subunit Tim22 (Testis-expressed protein 4)","TIMM22 TEX4 TIM22","Q9Y584","mitochondrial import inner membrane translocase subunit tim22 (testis-expressed protein 4) timm22 tex4 tim22 q9y584","data/Array_objects_single_proteins/Array_object_Q9Y584.rds"
"Olfactory receptor 1A2 (Olfactory receptor 17-6) (OR17-6) (Olfactory receptor OR17-10)","OR1A2","Q9Y585","olfactory receptor 1a2 (olfactory receptor 17-6) (or17-6) (olfactory receptor or17-10) or1a2 q9y585","data/Array_objects_single_proteins/Array_object_Q9Y585.rds"
"Protocadherin beta-9 (PCDH-beta-9) (Protocadherin-3H)","PCDHB9 PCDH3H","Q9Y5E1","protocadherin beta-9 (pcdh-beta-9) (protocadherin-3h) pcdhb9 pcdh3h q9y5e1","data/Array_objects_single_proteins/Array_object_Q9Y5E1.rds"
"Protocadherin beta-7 (PCDH-beta-7)","PCDHB7","Q9Y5E2","protocadherin beta-7 (pcdh-beta-7) pcdhb7 q9y5e2","data/Array_objects_single_proteins/Array_object_Q9Y5E2.rds"
"Protocadherin beta-6 (PCDH-beta-6)","PCDHB6","Q9Y5E3","protocadherin beta-6 (pcdh-beta-6) pcdhb6 q9y5e3","data/Array_objects_single_proteins/Array_object_Q9Y5E3.rds"
"Protocadherin beta-5 (PCDH-beta-5)","PCDHB5","Q9Y5E4","protocadherin beta-5 (pcdh-beta-5) pcdhb5 q9y5e4","data/Array_objects_single_proteins/Array_object_Q9Y5E4.rds"
"Protocadherin beta-4 (PCDH-beta-4)","PCDHB4","Q9Y5E5","protocadherin beta-4 (pcdh-beta-4) pcdhb4 q9y5e5","data/Array_objects_single_proteins/Array_object_Q9Y5E5.rds"
"Protocadherin beta-3 (PCDH-beta-3)","PCDHB3","Q9Y5E6","protocadherin beta-3 (pcdh-beta-3) pcdhb3 q9y5e6","data/Array_objects_single_proteins/Array_object_Q9Y5E6.rds"
"Protocadherin beta-2 (PCDH-beta-2)","PCDHB2","Q9Y5E7","protocadherin beta-2 (pcdh-beta-2) pcdhb2 q9y5e7","data/Array_objects_single_proteins/Array_object_Q9Y5E7.rds"
"Protocadherin beta-15 (PCDH-beta-15)","PCDHB15","Q9Y5E8","protocadherin beta-15 (pcdh-beta-15) pcdhb15 q9y5e8","data/Array_objects_single_proteins/Array_object_Q9Y5E8.rds"
"Protocadherin beta-14 (PCDH-beta-14)","PCDHB14","Q9Y5E9","protocadherin beta-14 (pcdh-beta-14) pcdhb14 q9y5e9","data/Array_objects_single_proteins/Array_object_Q9Y5E9.rds"
"Protocadherin beta-13 (PCDH-beta-13)","PCDHB13 UNQ332/PRO531","Q9Y5F0","protocadherin beta-13 (pcdh-beta-13) pcdhb13 unq332/pro531 q9y5f0","data/Array_objects_single_proteins/Array_object_Q9Y5F0.rds"
"Protocadherin beta-12 (PCDH-beta-12)","PCDHB12","Q9Y5F1","protocadherin beta-12 (pcdh-beta-12) pcdhb12 q9y5f1","data/Array_objects_single_proteins/Array_object_Q9Y5F1.rds"
"Protocadherin beta-11 (PCDH-beta-11)","PCDHB11","Q9Y5F2","protocadherin beta-11 (pcdh-beta-11) pcdhb11 q9y5f2","data/Array_objects_single_proteins/Array_object_Q9Y5F2.rds"
"Protocadherin beta-1 (PCDH-beta-1)","PCDHB1","Q9Y5F3","protocadherin beta-1 (pcdh-beta-1) pcdhb1 q9y5f3","data/Array_objects_single_proteins/Array_object_Q9Y5F3.rds"
"Protocadherin gamma-C5 (PCDH-gamma-C5)","PCDHGC5","Q9Y5F6","protocadherin gamma-c5 (pcdh-gamma-c5) pcdhgc5 q9y5f6","data/Array_objects_single_proteins/Array_object_Q9Y5F6.rds"
"Protocadherin gamma-C4 (PCDH-gamma-C4)","PCDHGC4","Q9Y5F7","protocadherin gamma-c4 (pcdh-gamma-c4) pcdhgc4 q9y5f7","data/Array_objects_single_proteins/Array_object_Q9Y5F7.rds"
"Protocadherin gamma-B7 (PCDH-gamma-B7)","PCDHGB7","Q9Y5F8","protocadherin gamma-b7 (pcdh-gamma-b7) pcdhgb7 q9y5f8","data/Array_objects_single_proteins/Array_object_Q9Y5F8.rds"
"Protocadherin gamma-B6 (PCDH-gamma-B6)","PCDHGB6","Q9Y5F9","protocadherin gamma-b6 (pcdh-gamma-b6) pcdhgb6 q9y5f9","data/Array_objects_single_proteins/Array_object_Q9Y5F9.rds"
"Protocadherin gamma-B5 (PCDH-gamma-B5)","PCDHGB5","Q9Y5G0","protocadherin gamma-b5 (pcdh-gamma-b5) pcdhgb5 q9y5g0","data/Array_objects_single_proteins/Array_object_Q9Y5G0.rds"
"Protocadherin gamma-B3 (PCDH-gamma-B3)","PCDHGB3","Q9Y5G1","protocadherin gamma-b3 (pcdh-gamma-b3) pcdhgb3 q9y5g1","data/Array_objects_single_proteins/Array_object_Q9Y5G1.rds"
"Protocadherin gamma-B2 (PCDH-gamma-B2)","PCDHGB2","Q9Y5G2","protocadherin gamma-b2 (pcdh-gamma-b2) pcdhgb2 q9y5g2","data/Array_objects_single_proteins/Array_object_Q9Y5G2.rds"
"Protocadherin gamma-B1 (PCDH-gamma-B1)","PCDHGB1","Q9Y5G3","protocadherin gamma-b1 (pcdh-gamma-b1) pcdhgb1 q9y5g3","data/Array_objects_single_proteins/Array_object_Q9Y5G3.rds"
"Protocadherin gamma-A9 (PCDH-gamma-A9)","PCDHGA9","Q9Y5G4","protocadherin gamma-a9 (pcdh-gamma-a9) pcdhga9 q9y5g4","data/Array_objects_single_proteins/Array_object_Q9Y5G4.rds"
"Protocadherin gamma-A8 (PCDH-gamma-A8)","PCDHGA8 KIAA0327","Q9Y5G5","protocadherin gamma-a8 (pcdh-gamma-a8) pcdhga8 kiaa0327 q9y5g5","data/Array_objects_single_proteins/Array_object_Q9Y5G5.rds"
"Protocadherin gamma-A7 (PCDH-gamma-A7)","PCDHGA7","Q9Y5G6","protocadherin gamma-a7 (pcdh-gamma-a7) pcdhga7 q9y5g6","data/Array_objects_single_proteins/Array_object_Q9Y5G6.rds"
"Protocadherin gamma-A6 (PCDH-gamma-A6)","PCDHGA6","Q9Y5G7","protocadherin gamma-a6 (pcdh-gamma-a6) pcdhga6 q9y5g7","data/Array_objects_single_proteins/Array_object_Q9Y5G7.rds"
"Protocadherin gamma-A5 (PCDH-gamma-A5)","PCDHGA5","Q9Y5G8","protocadherin gamma-a5 (pcdh-gamma-a5) pcdhga5 q9y5g8","data/Array_objects_single_proteins/Array_object_Q9Y5G8.rds"
"Protocadherin gamma-A4 (PCDH-gamma-A4)","PCDHGA4","Q9Y5G9","protocadherin gamma-a4 (pcdh-gamma-a4) pcdhga4 q9y5g9","data/Array_objects_single_proteins/Array_object_Q9Y5G9.rds"
"Protocadherin gamma-A3 (PCDH-gamma-A3)","PCDHGA3","Q9Y5H0","protocadherin gamma-a3 (pcdh-gamma-a3) pcdhga3 q9y5h0","data/Array_objects_single_proteins/Array_object_Q9Y5H0.rds"
"Protocadherin gamma-A2 (PCDH-gamma-A2)","PCDHGA2","Q9Y5H1","protocadherin gamma-a2 (pcdh-gamma-a2) pcdhga2 q9y5h1","data/Array_objects_single_proteins/Array_object_Q9Y5H1.rds"
"Protocadherin gamma-A11 (PCDH-gamma-A11)","PCDHGA11","Q9Y5H2","protocadherin gamma-a11 (pcdh-gamma-a11) pcdhga11 q9y5h2","data/Array_objects_single_proteins/Array_object_Q9Y5H2.rds"
"Protocadherin gamma-A10 (PCDH-gamma-A10)","PCDHGA10","Q9Y5H3","protocadherin gamma-a10 (pcdh-gamma-a10) pcdhga10 q9y5h3","data/Array_objects_single_proteins/Array_object_Q9Y5H3.rds"
"Protocadherin gamma-A1 (PCDH-gamma-A1)","PCDHGA1","Q9Y5H4","protocadherin gamma-a1 (pcdh-gamma-a1) pcdhga1 q9y5h4","data/Array_objects_single_proteins/Array_object_Q9Y5H4.rds"
"Protocadherin alpha-9 (PCDH-alpha-9)","PCDHA9 KIAA0345","Q9Y5H5","protocadherin alpha-9 (pcdh-alpha-9) pcdha9 kiaa0345 q9y5h5","data/Array_objects_single_proteins/Array_object_Q9Y5H5.rds"
"Protocadherin alpha-8 (PCDH-alpha-8)","PCDHA8","Q9Y5H6","protocadherin alpha-8 (pcdh-alpha-8) pcdha8 q9y5h6","data/Array_objects_single_proteins/Array_object_Q9Y5H6.rds"
"Protocadherin alpha-5 (PCDH-alpha-5)","PCDHA5 CNRS6","Q9Y5H7","protocadherin alpha-5 (pcdh-alpha-5) pcdha5 cnrs6 q9y5h7","data/Array_objects_single_proteins/Array_object_Q9Y5H7.rds"
"Protocadherin alpha-3 (PCDH-alpha-3)","PCDHA3","Q9Y5H8","protocadherin alpha-3 (pcdh-alpha-3) pcdha3 q9y5h8","data/Array_objects_single_proteins/Array_object_Q9Y5H8.rds"
"Protocadherin alpha-2 (PCDH-alpha-2)","PCDHA2","Q9Y5H9","protocadherin alpha-2 (pcdh-alpha-2) pcdha2 q9y5h9","data/Array_objects_single_proteins/Array_object_Q9Y5H9.rds"
"Protocadherin alpha-13 (PCDH-alpha-13)","PCDHA13 CNRS5","Q9Y5I0","protocadherin alpha-13 (pcdh-alpha-13) pcdha13 cnrs5 q9y5i0","data/Array_objects_single_proteins/Array_object_Q9Y5I0.rds"
"Protocadherin alpha-11 (PCDH-alpha-11)","PCDHA11 CNRS7","Q9Y5I1","protocadherin alpha-11 (pcdh-alpha-11) pcdha11 cnrs7 q9y5i1","data/Array_objects_single_proteins/Array_object_Q9Y5I1.rds"
"Protocadherin alpha-10 (PCDH-alpha-10)","PCDHA10 CNRS8","Q9Y5I2","protocadherin alpha-10 (pcdh-alpha-10) pcdha10 cnrs8 q9y5i2","data/Array_objects_single_proteins/Array_object_Q9Y5I2.rds"
"Protocadherin alpha-1 (PCDH-alpha-1)","PCDHA1","Q9Y5I3","protocadherin alpha-1 (pcdh-alpha-1) pcdha1 q9y5i3","data/Array_objects_single_proteins/Array_object_Q9Y5I3.rds"
"Protocadherin alpha-C2 (PCDH-alpha-C2)","PCDHAC2","Q9Y5I4","protocadherin alpha-c2 (pcdh-alpha-c2) pcdhac2 q9y5i4","data/Array_objects_single_proteins/Array_object_Q9Y5I4.rds"
"Claudin-16 (Paracellin-1) (PCLN-1)","CLDN16 PCLN1","Q9Y5I7","claudin-16 (paracellin-1) (pcln-1) cldn16 pcln1 q9y5i7","data/Array_objects_single_proteins/Array_object_Q9Y5I7.rds"
"Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1)","SRPRB PSEC0230","Q9Y5M8","signal recognition particle receptor subunit beta (sr-beta) (protein apmcf1) srprb psec0230 q9y5m8","data/Array_objects_single_proteins/Array_object_Q9Y5M8.rds"
"Histamine H3 receptor (H3R) (HH3R) (G-protein coupled receptor 97)","HRH3 GPCR97","Q9Y5N1","histamine h3 receptor (h3r) (hh3r) (g-protein coupled receptor 97) hrh3 gpcr97 q9y5n1","data/Array_objects_single_proteins/Array_object_Q9Y5N1.rds"
"Olfactory receptor 51B4 (Odorant receptor HOR5'beta1)","OR51B4","Q9Y5P0","olfactory receptor 51b4 (odorant receptor hor5'beta1) or51b4 q9y5p0","data/Array_objects_single_proteins/Array_object_Q9Y5P0.rds"
"Olfactory receptor 51B2 (Odorant receptor HOR5'beta3) (Olfactory receptor 51B1)","OR51B2 OR51B1P","Q9Y5P1","olfactory receptor 51b2 (odorant receptor hor5'beta3) (olfactory receptor 51b1) or51b2 or51b1p q9y5p1","data/Array_objects_single_proteins/Array_object_Q9Y5P1.rds"
"Fatty acid desaturase 3 (EC 1.14.19.-) (Delta(13) fatty acid desaturase) (Delta(13) desaturase)","FADS3 CYB5RP","Q9Y5Q0","fatty acid desaturase 3 (ec 1.14.19.-) (delta(13) fatty acid desaturase) (delta(13) desaturase) fads3 cyb5rp q9y5q0","data/Array_objects_single_proteins/Array_object_Q9Y5Q0.rds"
"Atrial natriuretic peptide-converting enzyme (EC 3.4.21.-) (Corin) (Heart-specific serine proteinase ATC2) (Pro-ANP-converting enzyme) (Transmembrane protease serine 10) [Cleaved into: Atrial natriuretic peptide-converting enzyme, N-terminal propeptide; Atrial natriuretic peptide-converting enzyme, activated protease fragment; Atrial natriuretic peptide-converting enzyme, 180 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 160 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 100 kDa soluble fragment]","CORIN CRN TMPRSS10","Q9Y5Q5","atrial natriuretic peptide-converting enzyme (ec 3.4.21.-) (corin) (heart-specific serine proteinase atc2) (pro-anp-converting enzyme) (transmembrane protease serine 10) [cleaved into: atrial natriuretic peptide-converting enzyme, n-terminal propeptide; atrial natriuretic peptide-converting enzyme, activated protease fragment; atrial natriuretic peptide-converting enzyme, 180 kda soluble fragment; atrial natriuretic peptide-converting enzyme, 160 kda soluble fragment; atrial natriuretic peptide-converting enzyme, 100 kda soluble fragment] corin crn tmprss10 q9y5q5","data/Array_objects_single_proteins/Array_object_Q9Y5Q5.rds"
"Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]","MMP24 MT5MMP","Q9Y5R2","matrix metalloproteinase-24 (mmp-24) (ec 3.4.24.-) (membrane-type matrix metalloproteinase 5) (mt-mmp 5) (mtmmp5) (membrane-type-5 matrix metalloproteinase) (mt5-mmp) (mt5mmp) [cleaved into: processed matrix metalloproteinase-24] mmp24 mt5mmp q9y5r2","data/Array_objects_single_proteins/Array_object_Q9Y5R2.rds"
"Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1)","TRPV2 VRL","Q9Y5S1","transient receptor potential cation channel subfamily v member 2 (trpv2) (osm-9-like trp channel 2) (otrpc2) (vanilloid receptor-like protein 1) (vrl-1) trpv2 vrl q9y5s1","data/Array_objects_single_proteins/Array_object_Q9Y5S1.rds"
